"TSN"	"Common Name"	"LeafType"	"LeafArrangement"	"LeafAttachment"	"LeafEdge"	"LeafVeins"	"FlowerType"	"FlowerArrangement"	"FlowerAttachment"	"FlowerSymmetry"	"FlowerPetalNumber"	"FlowerPetalColor"	"FruitType"	"FruitArrangement"	"FruitAttachment"	"FruitColor"	"BarkAttachment"	"BarkTexture"	"BarkColor"	"ThornType"	"ThornArrangement"	"ThornStiffness"	"TendrilType"	"TendrilArrangement"	"TendrilAttach"	"PlantDetails"
"036826"	"daisy, English"	"simple"	"basal"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"white to pink"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"037113"	"horseweed, common"	"simple"	"alternate"	"stemless"	"hairs & toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"pink to white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"037139"	"coreopsis, lance-leaved"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"ray petals with 3-7 teeth"
"037155"	"tickseed, thread-leaved"	"thread-like (compound 3 leaflets)"	"whorled"	"stemless"	"smooth"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"ray flowers entire; leaves 3 forked; tiny bractlets at base of phyllaries; receptacle bracts linear with rounded tips"
"037281"	"coneflower, purple"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"6 or more"	"reddish purple to pale pink"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leave hairy on both sides"
"037352"	"goldenrod, flattop"	"simple"	"alternate"	"stemless"	"smooth"	"parallel"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"upper leaf surface with minute glands"
"037415"	"quickweed, common"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"variable"	"white to pink"	"seed-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"seed four-angled"
"037697"	"hawkweed, orange"	"simple"	"basal"	"stemless"	"hairs or bristles"	"feather-like"	"daisy-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"orange"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"plant hairy; green bracts around flower head covered with black, gland-tipped hairs; milky juice;"
"037718"	"hawkweed, panicled"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"no basal rosette"
"037720"	"hawkweed, mouse-ear"	"simple"	"basal"	"stemless"	"hairs or bristles"	"feather-like"	"dandelion-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yello"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems glandular-puberulent and long hairy with abundant black-tipped hairs above; upper leaf surface with stellate hairs appearing white woolly; phyllaries stellate to hispid with black-tipped hairs; disk flowers absent; leaf undersides long hairy white"
"037727"	"hawkweed, rough"	"simple"	"alternate"	"stemless"	"hairs or bristles"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem red tinged; stem leaves smaller as they ascend stem;"
"037794"	"cat's-ear, spotted"	"multiple types"	"basal"	"stemless"	"lobed"	"feather-like"	"daisy-like"	"variable - single & multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"variable - single & multiple"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves very hairy on both sides"
"037810"	"dwarf-dandelion, orange"	"simple"	"basal"	"clasping"	"lobed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow (rays)"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem forked near middle"
"037830"	"nipplewort"	"simple"	"alternate"		"lobed & toothed"	"feather-like"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"		"seed-like"	"multiple clusters"			"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower with 8-12 rays; larger leaves pointed;"
"037883"	"dandelion, fall"	"simple"	"basal"		"lobed & toothed"	"feather-like"	"dandelion-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves not hairy; flower stems forked; achene not beaked;"
"037903"	"daisy, ox-eye"	"simple"	"alternate"	"stemless"	"lobed & toothed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"white (rays); yellow (disk)"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"037915"	"blazing-star, slender"	"simple"	"alternate"	"stemless"	"lobed & bristles"	"parallel"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"		"purple to pinkish"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"037937"	"blazing-star, thick-spiked"	"simple"	"alternate"	"stemless"	"smooth"	"parallel"	"dandelion-like"	"single cluster"	"stemless"	"radial"	"6 or more"	"pink to rose"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower bracts reflexed; stems hairy"
"038273"	"rattlesnake-root, tall"	"simple"	"alternate & basal"	"stemmed"	"lobed & toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"greenish white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower usually has only 5 bracts; pappus is creamy white; plant with milky juice;"
"038424"	"sow-thistle, spiny-leaved"	"simple"	"alternate & basal"	"clasping"	"lobed & toothed"	"feather-like"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"white"	"no bark"	"no bark"	"no bark"	"short"	"other"	"spines leat tip"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves spine tipped and curled; stem angled;"
"038427"	"sow-thistle, common"	"simple"	"alternate"	"clasping"	"lobed & toothed"	"feather-like"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow, pale"	"seed-like"	"multiple clusters"		"tan with white pappus"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf lobes not recurved; large terminal lobe (lower); leaf lobes with spiny tips; stem grooved;"
"038583"	"coltsfoot"	"scale"	"alternate"	"stemless"	"smooth"	"not visible"	"dandelion-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow (rays)"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"basal leaves appear after flowers; basal leaves densely woolly; flower stem white-woolly;"
"038597"	"wingstem"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"variable"	"yellow (reflexed rays)"	"seed-like"	"multiple clusters"	"stemmed"	"greenish brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"038634"	"ironweed, tall"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"head"	"multiple clusters"	"stemmed"	"radial"		"purple"	"seed-like"	"multiple clusters"	"stemmed"	"tan to brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves downy beneath; bracts without long, hair-like tip;"
"038692"	"cocklebur, common"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"feather-like"	"ball-like"	"variable - single & multiple clusters"		"radial"		"yellow to brownish"	"seed-like"	"variable - single & multiple"	"stemmed"	"tan"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"038895"	"water-plantain, southern"	"simple"	"basal"	"stemmed"	"smooth"	"parallel"	"regular"	"multiple clusters"	"stemmed"	"radial"	"3"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"root system branching"
"039027"	"pondweed, ribbon-leaved"	"simple"	"alternate"	"stemless"	"smooth"	"parallel"	"ball-like"	"multiple clusters"	"stemmed"				"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves floating and elliptic, stem linear; lacunan bands in submerged leaves;"
"039169"	"spiderwort, Ohio"	"simple"	"alternate"	"clasping"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"3"	"rose to blue"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves whitened with bloom; sepals hairy at tip only; flower stalks smooth; bracts beneath flower cluster smooth; stamen yellow; stem whitish bloom;"
"042325"	"cattail, narrow-leaved"	"simple"	"alternate"	"surrounding"	"smooth"	"parallel"	"other"	"single cluster"	"stemmed"	"radial"	"6 or more"	"brown"	"seed-like"	"single cluster"		"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"male and female flowers separate, not touching;"
"042326"	"cattail, common"	"simple"	"alternate"	"surrounding"	"smooth"	"parallel"	"other"	"single cluster"	"stemmed"	"radial"	"6 or more"	"brown"	"seed-like"	"single cluster"		"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"male (upper) and female (lower) parts contiguous; leaves flat in cross-section; leaf sheath not auriculed at summit;"
"042328"	"cattail, hybrid"	"simple"	"alternate"	"surrounding"	"smooth"	"parallel"	"other"	"single cluster"	"stemmed"	"radial"		"brown"	"seed-like"	"single cluster"	"stemmed"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"female flower (lower) may be large to 40 cm.;"
"042525"	"Jack-in-the-pulpit"	"compound"	"at soil"	"stemmed"	"smooth"	"feather-like"	"spade/spadix"	"solitary"	"stemmed"	"bilateral"	"1"	"green to brown"	"berry-like"	"single cluster"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"042635"	"garlic, wild"	"simple"	"whorled"	"surrounding"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"6 or more"	"white to pink"	"seed-like"	"single cluster"	"stemmed"	"tan"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"042636"	"chives"	"simple"	"basal"	"stemless"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"6 or more"	"purple"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"042637"	"garlic, field"	"hollow"	"basal"	"surrounding"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"6 or more"	"pink or white"	"berry-like"	"single cluster"	"stemmed"	"white to purple"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"042652"	"garlic"	"simple"	"basal"	"stemless"	"toothed"	"parallel"	"regular"	"single cluster"					"berry-like"	"single cluster"	"stemless"	"purple"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"042672"	"leek, wild"	"simple"	"basal"	"stemmed"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"3"	"white"	"seed-like"	"single cluster"	"stemmed"	"purple"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"042723"	"lily, turk's cap"	"simple"	"whorled"	"stemless"	"smooth"	"parallel"	"regular"	"solitary"	"stemmed"	"radial"	"6 or more"	"orange"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petals completely reflexed; green star at flower center;"
"042754"	"star-of-Bethlehem"	"simple"	"basal"	"stemless"	"smooth"	"parallel"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"green stripe underside of petals; leaves with whitish midrib;"
"042909"	"lily-of-the-valley"	"simple"	"at soil"	"surrounding"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"6 or more"	"white"	"berry-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"042943"	"day-lily, orange"	"simple"	"at soil"	"stemless"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"6 or more"	"orange"		"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"upward facing, spotted flower; flower stem without leaves; wavy edged petals;"
"042977"	"grape-hyacinth"	"simple"	"basal"	"clasping"	"smooth"	"parallel"	"ball-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"purple"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves pale and grooved;"
"043007"	"Solomon's-seal, hairy"	"simple"	"alternate"	"stemless"	"smooth"	"parallel"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"blue to black"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"hairs along veins beneath;"
"043070"	"trillium, red"	"simple"	"whorled"	"stemless"	"smooth"	"net-like"	"regular"	"solitary"	"stemmed"	"radial"	"3"	"red-purple"	"berry-like"	"single cluster"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower with unpleasant odor;"
"043074"	"trillium, large white"	"simple"	"whorled"	"stemless"	"smooth"	"net-like"	"regular"	"solitary"	"stemmed"	"radial"	"3"	"white"	"berry-like"	"single cluster"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower and stalk erect; petals with wavy edge; flower funnel-shaped at base; petals bases overlap;"
"043110"	"bellwort, perfoliate"	"simple"	"alternate"	"surrounding"	"smooth"	"parallel"	"regular"	"solitary or double"	"stemmed"	"radial"	"6 or more"	"pale yello"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"tepals smooth without hairs or glands; leaf smooth beneath; flower bell-shaped; orange granules inside flowers;"
"043191"	"iris"	"simple"	"alternate"	"clasping"	"smooth"	"parallel"	"regular"	"solitary"	"stemmed"	"radial"	"3"	"blue, white, red"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"043240"	"blue-eyed-grass, common"	"simple"	"basal"	"clasping"	"smooth"	"parallel"	"regular"	"solitary"	"stemmed"	"radial"	"6 or more"	"blue"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems flat and branched; stalk twisted; leaf stems distinctly winged;"
"043346"	"greenbrier, common"	"simple"	"alternate"	"stemmed"	"smooth"	"palm-like"	"regular"	"multiple clusters"	"stemmed"		"6 or more"	"green"	"berry-like"	"multiple clusters"	"stemmed"	"blue-blackish"	"no bark"	"no bark"	"no bark"	"short"	"stem only"	"stiff"	"irregular curl"	"opposite 1 or 2 leaf"	"below leaf stem"	"stem woody;"
"043348"	"greenbrier, bristly"	"simple"	"alternate"	"stemmed"	"hairs or bristles"	"palm-like"	"regular"	"multiple clusters"	"stemmed"		"3"		"berry-like"	"multiple clusters"	"stemmed"	"blue-blackish"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"irregular curl"	"opposite 1 or 2 leaf"	"below leaf stem"	"stem with bristles;"
"043430"	"orchid, ragged fringed"	"simple"	"alternate"	"surrounding"	"smooth"	"parallel"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"		"green"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"043444"	"ladies'-tresses, nodding"	"multiple types"	"basal"	"clasping"	"smooth"	"parallel"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"		"white or greenish"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flowers arched down; flower is 3 to 4 spiral-like rows; flower spikes not one sided;"
"043482"	"helleborine"	"simple"	"alternate"	"clasping"	"smooth"	"parallel"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"3"	"green to purple"		"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"181826"	"fir, concolor"	"needle"	"bottle brush"	"stemless"	"smooth"	"parallel"							"cone-like"	"multiple clusters"	"stemmed"	"yellow to red"	"flaking or scaling"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"branches-opposite; leaves smell lemony when crushed; leaves flat in cross section"
"181923"	"amaranth, weedy"	"simple"	"alternate"	"stemmed"	"lobed"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"			"berry-like"	"multiple clusters"	"stemless"	"blue to purple"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"182046"	"serviceberry"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"			"rough"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf usually hairless beneath; leaf tip somewhat blunt: leaf purplish when new"
"182135"	"maple, black"	"simple"	"opposite"	"stemmed"	"lobed"	"palm-like"		"multiple clusters"				"yellowish"	"key, winged"	"multiple clusters"	"stemmed"	"wing tan, seed green"	"firm"	"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf edge tends to droop; leaf lobes shallowly three-lobed; stipules usually large enough to enclose buds; keys stay on tree until late summer; twigs orange; outside edges of wings almost parallel to teach other; leaf stalk hairy"
"183364"	"pine, Austrian"	"needle"	"bundle (2 per)"	"stemless"	"smooth"	"parallel"		"multiple clusters"	"stemless"	"radial"			"cone-like"	"multiple clusters"	"stemless"		"flaking or scaling"	"furrows & ridges"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"needle crescent-shaped in cross section;"
"183375"	"pine, red"	"needle"	"bundle (2 per)"	"stemless"	"smooth"	"not visible"							"cone-like"		"stemless"	"brown"	"flaking or scaling"	"furrows & ridges"	"red"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"new twigs have citrus odor when broken; cone scales without prickles; cones egg-shaped; branches swept upward;"
"183385"	"pine, eastern white"	"needle"	"bundle (5 per)"	"stemless"	"smooth"	"parallel"		"multiple clusters"	"stemless"				"cone-like"	"multiple clusters"	"stemmed"	"brown"		"plates or scales"	"red"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"needle triangular in cross-section;"
"183389"	"pine, Scotch"	"needle"	"bundle (2 per)"	"stemless"	"smooth"	"not visible"			"stemmed"				"cone-like"		"stemmed"	"yellow bracts"	"flaking or scaling"	"plates or scales"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"winter buds not resinous; needles twisted and slightly flattened; needles 3-7 cm.;"
"183397"	"hemlock, eastern"	"needle"	"opposite"	"stemmed"	"smooth"	"parallel"							"cone-like"		"stemmed"	"gray"		"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"white line on underside of needle;"
"183424"	"fir, Douglas"	"needle"	"alternate"	"stemless"	"smooth"	"parallel"							"cone-like"	"multiple clusters"	"stemmed"	"brown"	"firm"	"furrows & ridges"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"white line needle underside and grooved above; cone with 3-pronged bracts below cone scales;"
"184481"	"mustard, garlic"	"simple"	"alternate"	"stemmed"	"toothed"	"palm-like"	"regular"	"single cluster"	"stemmed"	"radial"	"5"	"white"	"seed-like"	"single cluster"	"stemmed"	"browm"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"187307"	"spruce, blue"	"needle"		"stemless"	"smooth"	"not visible"							"cone-like"						"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"twigs usually hairless; cone scale edges irregularly toothed; female cones pendulous;"
"194885"	"yew, Canada"	"needle"	"2 rows on each side of branch"	"stemmed"	"smooth"	"parallel"							"berry-like"		"stemless"	"red"	"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"194886"	"yew, Japanese"	"needle"	"2 rows on each side of branch"	"stemmed"	"smooth"	"parallel"							"berry-like"		"stemless"	"red"	"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"195773"	"aspen, quaking"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"catkin-like"	"multiple clusters"	"stemmed"	"radial"	"indistinguishable"	"brownish"	"seed-like"	"multiple clusters"	"stemmed"	"light green"	"firm"	"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves have no glands as base; leaf shape is almost round;"
"196365"	"dogtooth-violet, yellow"	"simple"	"alternate"	"stemless"	"smooth"	"parallel"	"regular"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petals reflexed (curved)"
"500995"	"beggar-ticks, tall"	"compound"	"opposite"	"stemmed"	"toothed"	"palm-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"green"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"bracts 10 to 20"
"501338"	"cohosh, giant blue"	"compound"	"opposite"	"stemmed"	"lobed"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"6 or more"	"purple"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"501442"	"spurge, spotted"	"simple"	"opposite"	"stemless"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"whitie"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"501468"	"spurge, hairy"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"		"multiple clusters"			"3"		"seed-like"	"multiple clusters"		"gray to brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"501481"	"celandine"	"compound"	"alternate"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
